,label_value,score,sex,age_cat,race
696,0,4,Male,25 - 45,African-American
697,0,6,Male,Less than 25,African-American
698,0,1,Male,25 - 45,African-American
699,0,1,Male,Greater than 45,African-American
700,0,3,Male,25 - 45,African-American
701,1,6,Male,25 - 45,African-American
702,1,8,Male,25 - 45,African-American
703,0,2,Male,25 - 45,Caucasian
704,1,3,Female,Greater than 45,Caucasian
705,0,1,Male,Greater than 45,Caucasian
706,0,6,Male,25 - 45,African-American
707,0,1,Male,25 - 45,African-American
708,0,4,Male,Less than 25,Hispanic
709,0,8,Female,Greater than 45,Caucasian
710,1,5,Male,Less than 25,African-American
711,1,1,Male,25 - 45,African-American
712,0,1,Male,25 - 45,African-American
713,1,8,Male,Greater than 45,African-American
714,0,1,Male,Greater than 45,African-American
715,0,5,Male,Less than 25,African-American
716,1,2,Male,25 - 45,Caucasian
717,0,1,Male,Greater than 45,Caucasian
718,1,1,Male,25 - 45,Caucasian
719,0,10,Male,Less than 25,Hispanic
720,0,2,Male,Less than 25,Caucasian
721,1,2,Male,25 - 45,Caucasian
722,0,1,Male,Greater than 45,Caucasian
723,0,2,Male,25 - 45,Caucasian
724,0,3,Male,Less than 25,Caucasian
725,0,3,Female,25 - 45,Hispanic
726,0,8,Male,Less than 25,African-American
727,1,4,Male,25 - 45,Caucasian
728,0,1,Male,25 - 45,Caucasian
729,1,4,Male,Less than 25,Caucasian
730,1,4,Male,Greater than 45,African-American
731,1,10,Female,25 - 45,African-American
732,0,6,Male,Greater than 45,African-American
733,0,1,Female,Greater than 45,Caucasian
734,1,9,Male,Less than 25,African-American
735,0,8,Male,Less than 25,African-American
736,0,2,Male,25 - 45,African-American
737,0,3,Male,Less than 25,African-American
738,0,9,Male,Greater than 45,African-American
739,1,7,Male,25 - 45,African-American
740,0,2,Male,Less than 25,African-American
741,0,5,Female,Less than 25,Caucasian
742,0,1,Male,25 - 45,Other
743,1,5,Male,25 - 45,Caucasian
744,1,10,Male,Less than 25,African-American
745,0,1,Female,Greater than 45,Caucasian
746,0,3,Male,Less than 25,Caucasian
747,1,5,Male,25 - 45,African-American
748,0,9,Female,25 - 45,African-American
749,0,1,Male,Greater than 45,African-American
750,0,9,Male,25 - 45,African-American
751,0,5,Female,25 - 45,African-American
752,1,5,Male,Less than 25,African-American
753,0,5,Female,25 - 45,African-American
754,1,5,Male,Less than 25,African-American
755,1,7,Male,25 - 45,African-American
756,0,7,Male,25 - 45,Hispanic
757,1,10,Female,Greater than 45,African-American
758,1,4,Male,Less than 25,Other
759,0,10,Female,Less than 25,Other
760,1,8,Female,Less than 25,Caucasian
761,0,2,Female,Less than 25,African-American
762,0,7,Male,25 - 45,Native American
763,1,2,Male,Greater than 45,Caucasian
764,0,1,Female,Greater than 45,African-American
765,0,7,Female,Less than 25,African-American
766,1,7,Male,25 - 45,African-American
767,0,6,Male,25 - 45,African-American
768,0,4,Male,Less than 25,Other
769,1,9,Male,25 - 45,African-American
770,0,3,Male,25 - 45,African-American
771,0,4,Male,25 - 45,African-American
772,1,2,Male,25 - 45,Other
773,0,2,Male,25 - 45,Hispanic
774,0,2,Male,25 - 45,African-American
775,1,6,Male,25 - 45,African-American
776,0,2,Male,25 - 45,Caucasian
777,0,1,Male,Greater than 45,Caucasian
778,0,2,Male,25 - 45,African-American
779,0,5,Female,25 - 45,African-American
780,1,4,Male,Less than 25,Caucasian
781,1,9,Male,Less than 25,Caucasian
782,1,4,Male,Less than 25,Caucasian
783,0,6,Male,Greater than 45,African-American
784,0,7,Male,Greater than 45,Caucasian
785,0,1,Male,25 - 45,Other
786,0,7,Female,25 - 45,African-American
787,0,1,Male,25 - 45,Caucasian
788,1,9,Male,Less than 25,African-American
789,0,3,Male,25 - 45,Caucasian
790,1,5,Male,Less than 25,African-American
791,1,9,Male,25 - 45,African-American
792,0,4,Female,Less than 25,Other
793,0,1,Male,Greater than 45,African-American
794,0,1,Male,25 - 45,Other
795,1,5,Male,25 - 45,Caucasian
796,0,3,Male,Greater than 45,Caucasian
797,0,4,Male,Less than 25,Caucasian
798,1,5,Female,Less than 25,African-American
799,0,2,Female,25 - 45,African-American
800,0,1,Male,Greater than 45,Hispanic
801,0,6,Male,25 - 45,Caucasian
802,1,2,Male,25 - 45,African-American
803,0,2,Female,25 - 45,African-American
804,0,3,Male,25 - 45,African-American
805,0,7,Male,25 - 45,Other
806,1,10,Male,25 - 45,African-American
807,1,6,Female,Less than 25,Caucasian
808,1,1,Male,Less than 25,African-American
809,0,7,Male,25 - 45,Hispanic
810,0,5,Female,25 - 45,Caucasian
811,0,6,Male,25 - 45,African-American
812,0,3,Male,Less than 25,African-American
813,0,2,Male,25 - 45,Caucasian
814,0,4,Male,25 - 45,Caucasian
815,0,6,Male,Greater than 45,African-American
816,1,7,Male,25 - 45,African-American
817,0,5,Male,25 - 45,African-American
818,1,3,Female,25 - 45,Caucasian
819,1,8,Male,25 - 45,African-American
820,0,10,Male,25 - 45,African-American
821,1,3,Male,25 - 45,Caucasian
822,1,1,Female,25 - 45,Other
823,0,1,Male,25 - 45,Caucasian
824,0,4,Male,Greater than 45,Caucasian
825,1,6,Male,25 - 45,African-American
826,0,3,Female,Less than 25,African-American
827,0,2,Male,25 - 45,Caucasian
828,1,8,Male,25 - 45,African-American
829,0,1,Male,25 - 45,Other
830,1,3,Male,Less than 25,Other
831,0,8,Male,25 - 45,African-American
832,1,8,Male,25 - 45,African-American
833,1,10,Male,Greater than 45,African-American
834,1,7,Male,Less than 25,African-American
835,1,8,Male,Greater than 45,African-American
836,1,4,Male,25 - 45,Caucasian
837,1,7,Male,Greater than 45,African-American
838,0,2,Male,25 - 45,African-American
839,0,1,Male,Greater than 45,Caucasian
840,1,4,Male,25 - 45,African-American
841,0,4,Male,25 - 45,African-American
842,1,5,Female,Less than 25,African-American
843,1,5,Male,25 - 45,African-American
844,0,2,Male,25 - 45,Other
845,0,1,Male,Greater than 45,Caucasian
846,1,7,Male,Less than 25,African-American
847,1,7,Male,25 - 45,Caucasian
848,1,2,Female,25 - 45,Caucasian
849,0,8,Male,Less than 25,African-American
850,1,9,Male,Less than 25,African-American
851,1,4,Male,Less than 25,Caucasian
852,1,8,Male,25 - 45,African-American
853,0,2,Male,Greater than 45,Caucasian
854,1,5,Male,Less than 25,African-American
855,0,4,Male,25 - 45,Caucasian
856,0,1,Male,Greater than 45,Caucasian
857,0,2,Female,25 - 45,Hispanic
858,0,9,Male,Less than 25,African-American
859,0,5,Female,Less than 25,Caucasian
860,1,3,Male,Less than 25,African-American
861,0,7,Male,25 - 45,African-American
862,0,8,Male,25 - 45,African-American
863,1,4,Male,25 - 45,African-American
864,0,6,Female,Less than 25,Caucasian
865,1,9,Male,25 - 45,African-American
866,1,8,Male,25 - 45,African-American
867,0,4,Male,Less than 25,African-American
868,1,8,Male,25 - 45,African-American
869,0,1,Male,Greater than 45,Other
870,1,1,Male,Greater than 45,African-American
871,0,3,Female,25 - 45,African-American
872,0,2,Male,25 - 45,Caucasian
873,0,1,Female,Greater than 45,African-American
874,0,9,Male,Less than 25,African-American
875,0,2,Female,25 - 45,African-American
876,1,8,Male,Less than 25,Caucasian
877,0,4,Male,25 - 45,Caucasian
878,1,10,Male,Less than 25,African-American
879,1,3,Male,25 - 45,Other
880,0,3,Male,25 - 45,African-American
881,0,4,Female,25 - 45,Caucasian
882,0,1,Male,Greater than 45,Caucasian
883,1,10,Male,25 - 45,Native American
884,0,7,Male,25 - 45,African-American
885,1,6,Male,Less than 25,Hispanic
886,0,2,Male,Greater than 45,African-American
887,1,4,Male,Less than 25,Caucasian
888,0,5,Male,25 - 45,African-American
889,1,3,Female,25 - 45,Caucasian
890,0,5,Female,25 - 45,African-American
891,0,1,Male,25 - 45,Hispanic
892,1,7,Male,25 - 45,African-American
893,1,10,Male,25 - 45,Caucasian
894,1,1,Male,Greater than 45,Caucasian
895,0,1,Male,25 - 45,Hispanic
896,0,2,Female,Greater than 45,Hispanic
897,1,6,Male,25 - 45,African-American
898,1,1,Male,25 - 45,African-American
899,1,3,Male,25 - 45,African-American
900,1,1,Male,Greater than 45,Hispanic
901,0,1,Female,25 - 45,Caucasian
902,1,2,Male,25 - 45,African-American
903,0,4,Male,25 - 45,Caucasian
904,0,4,Female,25 - 45,Caucasian
905,0,1,Female,Greater than 45,Caucasian
906,0,2,Male,Less than 25,Caucasian
907,0,2,Male,25 - 45,Hispanic
908,0,5,Male,25 - 45,Hispanic
909,1,7,Male,25 - 45,African-American
910,1,7,Male,Less than 25,African-American
911,1,2,Male,Greater than 45,African-American
912,0,2,Male,25 - 45,African-American
913,0,5,Male,Greater than 45,Caucasian
914,1,2,Male,25 - 45,African-American
915,1,1,Female,Greater than 45,Caucasian
916,1,1,Male,Greater than 45,African-American
917,1,9,Male,Less than 25,African-American
918,1,10,Male,25 - 45,African-American
919,0,9,Male,Greater than 45,African-American
920,0,3,Male,25 - 45,Caucasian
921,0,1,Male,Greater than 45,African-American
922,1,10,Male,Less than 25,African-American
923,1,7,Male,25 - 45,African-American
924,0,2,Male,25 - 45,African-American
925,0,1,Female,Greater than 45,Hispanic
926,0,1,Male,Greater than 45,Hispanic
927,0,3,Male,Greater than 45,Hispanic
928,0,1,Female,25 - 45,Caucasian
929,1,2,Female,25 - 45,Hispanic
930,1,5,Male,Greater than 45,Caucasian
931,1,9,Male,25 - 45,African-American
932,0,7,Male,Less than 25,African-American
933,1,10,Male,25 - 45,African-American
934,0,4,Male,Greater than 45,Hispanic
935,0,5,Male,25 - 45,Caucasian
936,0,8,Male,Less than 25,African-American
937,1,2,Male,25 - 45,African-American
938,1,7,Male,Less than 25,African-American
939,0,6,Female,25 - 45,Caucasian
940,0,4,Male,Less than 25,Caucasian
941,1,5,Male,25 - 45,African-American
942,1,5,Male,Greater than 45,African-American
943,1,7,Male,25 - 45,African-American
944,0,1,Male,25 - 45,Caucasian
945,0,1,Male,25 - 45,Caucasian
946,0,3,Male,Less than 25,Caucasian
947,1,5,Female,Less than 25,Caucasian
948,0,1,Male,Greater than 45,African-American
949,1,6,Male,25 - 45,African-American
950,0,3,Male,Less than 25,Caucasian
951,1,7,Female,Less than 25,Hispanic
952,1,6,Male,Less than 25,African-American
953,0,1,Male,25 - 45,Hispanic
954,1,8,Male,25 - 45,African-American
955,1,6,Female,Less than 25,Hispanic
956,1,7,Male,25 - 45,African-American
957,1,5,Male,Greater than 45,African-American
958,1,5,Male,Less than 25,Caucasian
959,0,1,Male,25 - 45,Caucasian
960,1,4,Male,25 - 45,African-American
961,0,4,Female,Less than 25,African-American
962,0,1,Male,Greater than 45,Hispanic
963,1,1,Male,Greater than 45,African-American
964,0,1,Male,25 - 45,African-American
965,0,7,Female,Less than 25,African-American
966,0,1,Male,25 - 45,African-American
967,1,9,Male,25 - 45,Caucasian
968,1,7,Male,Less than 25,African-American
969,0,3,Male,25 - 45,Hispanic
970,1,2,Male,25 - 45,African-American
971,1,4,Male,25 - 45,African-American
972,0,4,Female,25 - 45,African-American
973,1,7,Male,Less than 25,African-American
974,0,4,Male,25 - 45,Caucasian
975,0,1,Male,Greater than 45,Caucasian
976,1,10,Male,25 - 45,African-American
977,0,1,Male,25 - 45,Caucasian
978,1,8,Male,Less than 25,African-American
979,1,9,Female,25 - 45,Caucasian
980,0,3,Female,Less than 25,African-American
981,0,1,Male,Greater than 45,Hispanic
982,0,2,Male,25 - 45,African-American
983,0,2,Male,Greater than 45,African-American
984,1,5,Male,25 - 45,African-American
985,0,4,Male,Greater than 45,African-American
986,1,3,Male,Greater than 45,Hispanic
987,1,3,Male,25 - 45,African-American
988,1,2,Male,Less than 25,Hispanic
989,0,6,Male,Less than 25,Caucasian
990,0,7,Male,Less than 25,African-American
991,0,3,Female,25 - 45,Other
992,0,4,Male,25 - 45,African-American
993,1,7,Female,25 - 45,African-American
994,0,1,Male,Greater than 45,Hispanic
995,1,5,Male,Less than 25,Hispanic
996,0,1,Male,Greater than 45,Hispanic
997,0,6,Male,25 - 45,African-American
998,0,6,Male,25 - 45,African-American
999,1,7,Male,Less than 25,Hispanic
1000,0,4,Male,25 - 45,African-American
1001,0,3,Male,25 - 45,Caucasian
1002,0,5,Male,25 - 45,African-American
1003,0,10,Male,25 - 45,African-American
1004,1,7,Male,25 - 45,African-American
1005,1,10,Male,25 - 45,African-American
1006,0,5,Male,25 - 45,African-American
1007,1,9,Male,25 - 45,African-American
1008,1,10,Male,Less than 25,African-American
1009,0,1,Male,Greater than 45,Caucasian
1010,0,1,Male,Greater than 45,Hispanic
1011,1,1,Male,Greater than 45,Hispanic
1012,0,2,Male,25 - 45,Hispanic
1013,1,7,Male,25 - 45,African-American
1014,0,1,Female,Greater than 45,African-American
1015,0,5,Female,25 - 45,African-American
1016,0,4,Male,Less than 25,Caucasian
1017,1,2,Male,Greater than 45,Hispanic
1018,0,3,Male,25 - 45,Hispanic
1019,0,1,Female,Greater than 45,African-American
1020,1,5,Male,25 - 45,African-American
1021,0,3,Male,Greater than 45,African-American
1022,1,2,Male,25 - 45,Other
1023,1,7,Female,25 - 45,African-American
1024,0,1,Male,Greater than 45,Caucasian
1025,0,2,Male,25 - 45,African-American
1026,0,6,Male,Less than 25,African-American
1027,1,3,Male,25 - 45,African-American
1028,1,8,Male,25 - 45,African-American
1029,0,1,Male,Greater than 45,African-American
1030,0,1,Male,25 - 45,Caucasian
1031,0,4,Male,Greater than 45,Caucasian
1032,0,2,Male,25 - 45,Other
1033,0,1,Male,Greater than 45,Caucasian
1034,1,10,Male,25 - 45,African-American
1035,1,1,Male,25 - 45,African-American
1036,0,1,Female,Greater than 45,Caucasian
1037,0,5,Female,Less than 25,African-American
1038,1,10,Male,Greater than 45,African-American
1039,1,3,Male,25 - 45,African-American
1040,0,1,Male,25 - 45,African-American
1041,0,1,Female,25 - 45,Caucasian
1042,1,2,Male,25 - 45,Caucasian
1043,0,2,Male,25 - 45,African-American
1044,1,5,Male,25 - 45,African-American
1045,0,3,Male,Less than 25,Hispanic
1046,0,8,Female,25 - 45,African-American
1047,1,7,Female,25 - 45,African-American
1048,1,6,Female,Greater than 45,Caucasian
1049,0,3,Male,Greater than 45,African-American
1050,0,3,Male,25 - 45,African-American
1051,0,1,Female,25 - 45,Caucasian
1052,0,1,Male,25 - 45,Other
1053,0,1,Male,Greater than 45,Caucasian
1054,0,3,Male,Greater than 45,African-American
1055,0,7,Male,Greater than 45,African-American
1056,1,8,Male,Less than 25,African-American
1057,1,10,Male,Less than 25,African-American
1058,1,3,Male,25 - 45,African-American
1059,0,3,Female,Less than 25,African-American
1060,0,5,Male,25 - 45,African-American
1061,0,5,Female,Greater than 45,Caucasian
1062,1,3,Male,Greater than 45,Caucasian
1063,1,10,Male,25 - 45,African-American
1064,0,1,Male,25 - 45,Caucasian
1065,0,1,Male,25 - 45,African-American
1066,1,3,Male,Greater than 45,African-American
1067,0,4,Male,25 - 45,Hispanic
1068,0,1,Male,Greater than 45,Caucasian
1069,0,6,Male,25 - 45,Caucasian
1070,0,4,Male,25 - 45,Caucasian
1071,0,1,Male,25 - 45,Hispanic
1072,1,6,Female,Less than 25,African-American
1073,0,1,Male,Greater than 45,Hispanic
1074,0,1,Male,Greater than 45,Caucasian
1075,1,3,Male,Greater than 45,African-American
1076,0,1,Male,Greater than 45,Caucasian
1077,0,5,Male,25 - 45,Caucasian
1078,1,2,Male,Less than 25,African-American
1079,0,2,Male,25 - 45,Hispanic
1080,0,1,Male,25 - 45,African-American
1081,0,1,Female,Greater than 45,Hispanic
1082,1,10,Male,25 - 45,African-American
1083,0,1,Female,25 - 45,Hispanic
1084,0,8,Male,25 - 45,Caucasian
1085,0,6,Male,25 - 45,African-American
1086,1,1,Female,Greater than 45,Caucasian
1087,1,5,Male,Less than 25,Caucasian
1088,0,9,Male,25 - 45,African-American
1089,1,10,Female,25 - 45,Caucasian
1090,1,6,Male,Less than 25,African-American
1091,0,8,Female,Less than 25,African-American
1092,1,7,Male,25 - 45,Caucasian
1093,0,2,Male,Less than 25,African-American
1094,0,3,Female,Greater than 45,Caucasian
1095,0,1,Male,Greater than 45,African-American
1096,0,2,Male,Greater than 45,Caucasian
1097,0,2,Male,Greater than 45,African-American
1098,0,1,Male,25 - 45,Caucasian
1099,1,7,Female,25 - 45,African-American
1100,0,7,Female,Less than 25,Caucasian
1101,1,6,Male,Less than 25,Hispanic
1102,1,5,Female,Less than 25,African-American
1103,1,8,Male,Less than 25,African-American
1104,1,1,Male,Greater than 45,Caucasian
1105,0,10,Male,25 - 45,Caucasian
1106,0,1,Male,Greater than 45,Caucasian
1107,0,8,Female,25 - 45,Hispanic
1108,0,5,Male,25 - 45,Other
1109,0,3,Female,Less than 25,Caucasian
1110,0,2,Female,25 - 45,Caucasian
1111,1,3,Male,25 - 45,African-American
1112,1,8,Male,Less than 25,African-American
1113,1,9,Male,25 - 45,African-American
1114,1,1,Female,Greater than 45,Caucasian
1115,0,5,Male,25 - 45,African-American
1116,1,5,Male,25 - 45,African-American
1117,0,2,Male,Less than 25,African-American
1118,1,9,Male,25 - 45,African-American
1119,0,2,Male,25 - 45,Caucasian
1120,0,1,Female,25 - 45,Caucasian
1121,0,10,Male,25 - 45,Caucasian
1122,1,6,Male,25 - 45,African-American
1123,0,4,Male,25 - 45,Caucasian
1124,1,6,Male,25 - 45,African-American
1125,1,9,Male,25 - 45,African-American
1126,1,1,Male,Greater than 45,African-American
1127,1,6,Male,Greater than 45,Caucasian
1128,0,3,Female,25 - 45,Hispanic
1129,0,1,Female,Greater than 45,African-American
1130,1,9,Male,25 - 45,Caucasian
1131,1,2,Male,25 - 45,African-American
1132,0,4,Male,Greater than 45,African-American
1133,0,1,Male,Greater than 45,Caucasian
1134,0,7,Female,Greater than 45,Caucasian
1135,0,1,Female,25 - 45,Caucasian
1136,0,1,Male,25 - 45,Caucasian
1137,0,7,Female,Less than 25,African-American
1138,0,9,Female,25 - 45,African-American
1139,1,6,Male,Less than 25,African-American
1140,1,4,Male,Less than 25,Other
1141,1,3,Male,25 - 45,Caucasian
1142,0,5,Male,25 - 45,Caucasian
1143,0,1,Female,Greater than 45,Caucasian
1144,1,3,Male,Less than 25,Caucasian
1145,0,7,Female,Greater than 45,Caucasian
1146,0,1,Male,25 - 45,Caucasian
1147,0,7,Female,Less than 25,African-American
1148,1,2,Female,Greater than 45,Caucasian
1149,0,1,Male,25 - 45,Caucasian
1150,1,9,Male,25 - 45,Caucasian
1151,1,5,Male,25 - 45,Caucasian
1152,0,4,Female,25 - 45,Caucasian
1153,0,10,Male,Less than 25,African-American
1154,0,1,Male,Greater than 45,African-American
1155,1,2,Male,Less than 25,African-American
1156,1,3,Male,Less than 25,Hispanic
1157,0,2,Male,25 - 45,Hispanic
1158,0,2,Male,Less than 25,Caucasian
1159,1,9,Male,Less than 25,African-American
1160,0,7,Female,Less than 25,African-American
1161,0,5,Female,25 - 45,African-American
1162,0,3,Male,25 - 45,Caucasian
1163,0,4,Male,Less than 25,Hispanic
1164,0,9,Male,25 - 45,African-American
1165,0,5,Male,Less than 25,African-American
1166,1,10,Male,Less than 25,Hispanic
1167,1,8,Male,25 - 45,African-American
1168,0,9,Male,25 - 45,Native American
1169,0,2,Male,Greater than 45,African-American
1170,0,6,Female,Less than 25,Hispanic
1171,1,3,Male,Less than 25,African-American
1172,1,9,Female,25 - 45,African-American
1173,1,7,Male,25 - 45,African-American
1174,0,5,Male,Greater than 45,African-American
1175,0,3,Female,Less than 25,African-American
1176,0,4,Male,25 - 45,Caucasian
1177,0,4,Male,25 - 45,African-American
1178,1,5,Male,25 - 45,African-American
1179,1,5,Female,25 - 45,Caucasian
1180,1,4,Male,25 - 45,Other
1181,0,1,Male,25 - 45,Hispanic
1182,0,2,Male,25 - 45,Native American
1183,1,10,Female,25 - 45,Caucasian
1184,1,4,Female,25 - 45,African-American
1185,0,6,Male,Less than 25,Other
1186,0,1,Male,Greater than 45,African-American
1187,0,3,Female,25 - 45,Caucasian
1188,1,3,Male,25 - 45,Caucasian
1189,0,1,Male,25 - 45,Hispanic
1190,0,1,Male,Greater than 45,Caucasian
1191,0,7,Male,25 - 45,African-American
1192,0,5,Female,25 - 45,Caucasian
1193,1,10,Male,Less than 25,African-American
